Start_Date_time,Stop_Date_time,Closest_Date_time,Lrb,Lfb,MLTrb,MLTfb,distmin,dLmin,dMLTmin,EMFb,B1b,B2b,SpecETot_lb,SpecEMax_lb,SpecEMed_lb,SpecEAvg_lb,SpecETot_ub,SpecEMax_ub,SpecEMed_ub,SpecEAvg_ub,SpecBTot_lb,SpecBMax_lb,SpecBMed_lb,SpecBAvg_lb,SpecBTot_ub,SpecBMax_ub,SpecBMed_ub,SpecBAvg_ub
2017-12-07T01:55:42,2017-12-07T01:56:56,2017-12-07T01:56:40,5.64,5.74,9.25,8.84,0.63,-0.1,0.43,432.0,0.0,0.0,0.0207,0.00152,2.4e-08,1.23e-06,0.0121,0.000279,8.87e-09,1.68e-06,1.25e-05,2.91e-07,2.23e-10,7.47e-10,3.36e-05,8.3e-07,1.72e-10,4.66e-09
2017-12-07T20:52:25,2017-12-07T20:54:22,2017-12-07T20:54:04,5.89,5.65,9.88,10.29,0.65,0.25,0.38,4.0,0.0,168.0,1.74,0.0616,1.25e-07,0.000104,0.745,0.00831,6.83e-06,0.000103,0.00252,0.000165,4.81e-10,1.5e-07,0.000293,9.66e-06,3.05e-09,4.07e-08
2017-12-10T09:37:02,2017-12-10T09:38:03,2017-12-10T09:38:01,5.57,5.27,9.03,8.44,0.89,0.3,0.59,360.0,0.0,0.0,0.0048,1.1e-05,4.01e-08,2.86e-07,0.00247,3.76e-06,8.25e-10,3.42e-07,0.000155,5.49e-07,3.8e-10,9.26e-09,1.2e-06,2.54e-10,1.65e-10,1.66e-10
2017-12-11T03:03:02,2017-12-11T03:04:40,2017-12-11T03:04:34,4.82,4.8,8.07,7.67,0.5,0.02,0.34,348.0,0.0,0.0,0.00676,0.000154,5.02e-09,4.04e-07,0.00125,0.000134,9.61e-10,1.84e-07,4.08e-06,8.96e-09,1.76e-10,2.44e-10,1.44e-06,1.17e-08,1.58e-10,2.11e-10
2017-12-11T15:03:23,2017-12-11T15:04:46,2017-12-11T15:04:45,6.14,5.81,10.59,10.95,0.65,0.33,0.36,427.0,0.0,23.0,0.31,0.00652,3.97e-07,1.85e-05,0.764,0.0274,7.75e-06,0.000106,0.000625,1.7e-05,7e-10,3.72e-08,0.000686,6.08e-05,2.89e-09,9.51e-08
2017-12-13T20:59:25,2017-12-13T21:01:22,2017-12-13T21:00:56,5.61,5.61,10.26,10.26,0.02,-0.0,0.0,348.0,0.0,126.0,0.883,0.00937,1.95e-06,5.27e-05,0.0146,0.000189,1.92e-07,2.02e-06,0.0062,0.000122,3.79e-09,3.7e-07,4.57e-05,1.41e-06,7.41e-10,6.33e-09
2018-02-26T18:46:23,2018-02-26T18:47:41,2018-02-26T18:47:06,5.77,5.72,6.45,6.45,0.06,0.06,0.04,444.0,0.0,19.0,0.687,0.0531,5.61e-08,4.09e-05,0.204,0.018,1.9e-09,2.84e-05,1.78e-05,6.54e-07,2.05e-10,1.06e-09,2.54e-05,8.54e-06,1.63e-10,3.53e-09
2018-03-01T11:39:03,2018-03-01T11:40:22,2018-03-01T11:39:52,5.01,4.98,8.08,8.9,1.07,0.02,0.82,924.0,774.0,0.0,0.00475,5.97e-06,9.78e-09,2.83e-07,0.000144,4.33e-06,6.18e-10,2e-08,3.31e-05,2.22e-07,3.07e-10,1.97e-09,1.15e-06,3.09e-09,1.56e-10,1.6e-10
2018-03-03T09:33:25,2018-03-03T09:35:40,2018-03-03T09:34:48,3.66,3.62,9.4,9.35,0.06,0.04,0.04,120.0,0.0,3.0,0.00392,6.73e-06,4.04e-09,2.75e-07,3.9e-06,7.46e-09,5.45e-10,1.04e-09,1.68e-05,7.99e-08,1.83e-10,1.18e-09,5.56e-07,2.02e-10,1.47e-10,1.49e-10
2018-03-04T12:26:19,2018-03-04T12:28:46,2018-03-04T12:27:49,3.58,3.52,9.42,8.88,0.51,0.07,0.52,116.0,0.0,0.0,0.00448,1.02e-05,2.69e-09,3.27e-07,3.83e-06,3.45e-08,5.44e-10,1.05e-09,6.7e-05,1.92e-07,1.76e-10,4.89e-09,5.43e-07,2.09e-10,1.48e-10,1.49e-10
