start_time,end_time,n_chorus,mean_chorus_repetition,median_chorus_repetition,std_chorus_repetition
2016-01-21 22:42:23.265,2016-01-21 22:43:17.142,96,0.948455437100213,0.5376,0.899564459883906
2016-01-22 00:16:57.551,2016-01-22 00:17:12.244,33,0.942698901098901,0.621714285714285,1.03971757550552
2016-08-30 19:37:47.755,2016-08-30 19:38:26.938,4,1.984,1.984,2.33514943419046
2017-07-21 18:43:28.163,2017-07-21 18:44:17.142,4,0.958171428571429,0.958171428571429,0
2017-11-21 00:51:42.857,2017-11-21 00:52:51.428,33,0.439710476190476,0.405942857142857,0.225391675133154
2017-11-21 19:46:37.959,2017-11-21 19:48:52.653,2,NaN,NaN,NaN
2017-11-22 13:08:44.081,2017-11-22 13:10:03.673,24,0.81792,0.630857142857143,0.726948589887497
2017-12-05 16:17:44.081,2017-12-05 16:19:28.163,96,0.641131972789116,0.501028571428572,0.450120960491302
2018-03-01 19:21:33.061,2018-03-01 19:22:51.428,20,0.546635294117647,0.376685714285714,0.522760585105396
2018-04-23 20:11:50.204,2018-04-23 20:13:15.918,166,0.210217142857143,0.190171428571428,0.111279428523086
2018-08-03 10:26:19.591,2018-08-03 10:28:03.673,332,0.23850781671159,0.184685714285714,0.196672197881862
2018-08-07 15:10:47.755,2018-08-07 15:11:26.938,7,0.8896,0.842971428571429,0.676142154678536
2018-08-12 11:16:52.653,2018-08-12 11:17:31.836,37,0.578715151515152,0.592457142857143,0.25687854198212
