startTime,endTime,meanL,meanMLT,minMLT,minD [km]
2015-02-01 03:51:57.551020,2015-02-01 03:55:08.571440,3.4525754812997245,19.699470897670267,0.5221892181975889,912.7897926827014
2015-02-03 00:32:37.959180,2015-02-03 00:36:00,3.1382895099882058,19.12203221710132,0.4388252903878431,842.2286695391944
2015-02-04 03:41:57.551020,2015-02-04 03:45:37.959180,3.481479324283268,19.769760752657348,0.3839214822635597,nan
2015-02-06 00:22:31.836740,2015-02-06 00:26:00,3.129414592840017,19.131511278918094,0.3808959776907521,nan
2015-02-07 03:31:35.510200,2015-02-07 03:35:23.265300,3.4767498774220567,19.81409140805746,0.256099891752573,nan
2015-02-09 00:12:25.714300,2015-02-09 00:16:00,3.1924205996971593,19.13319783044762,0.3207799333742436,nan
2015-02-10 03:21:04.897960,2015-02-10 03:24:37.959180,3.5189367771813007,19.869749464736007,0.11335991517201194,nan
2015-02-11 06:32:18.367340,2015-02-11 06:33:51.428580,3.906962195124116,19.745436488618168,0.8678212960803933,nan
2015-02-12 00:01:44.081640,2015-02-12 00:05:00,3.207210221162073,19.140460447269902,0.23965259604602807,nan
2015-02-12 01:35:23.265300,2015-02-12 01:35:57.551020,5.4099624478807655,20.4980873930813,1.0565592362581313,nan
2015-02-12 06:17:47.755100,2015-02-12 06:18:02.448980,4.260336775845147,3.195322684878226,1.5289378397083127,1255.0733669462875
2015-02-13 03:09:57.551020,2015-02-13 03:13:45.306120,3.5099936314442957,19.933139159808505,0.04411601897863804,nan
2015-02-13 04:45:02.448980,2015-02-13 04:45:56.326520,5.515823580767334,20.84722807366569,1.0569936660398653,nan
2015-02-14 06:21:07.346940,2015-02-14 06:23:28.163260,3.9078285517172144,19.834091217007607,0.6680973612532846,nan
2015-02-14 23:50:50.204080,2015-02-14 23:54:00,3.215743457829814,19.12697484555455,0.18011817039159084,nan
2015-02-15 01:24:23.265300,2015-02-15 01:25:07.346940,5.357933167855386,20.488331327166375,0.9758046989356579,nan
2015-02-16 02:58:42.857140,2015-02-16 03:02:30.612240,3.5136196053943642,19.971230323437673,0.18549830517765642,nan
2015-02-16 04:33:37.959180,2015-02-16 04:35:03.673460,5.498893861227902,20.9432395788913,0.8455845093799965,nan
2015-02-17 06:10:01.224480,2015-02-17 06:12:34.285700,3.9813217314006963,19.904231296985095,0.48641212931597266,nan
2015-02-17 23:40:03.673480,2015-02-17 23:43:00,3.299185114051741,19.10869484873176,0.12518508964220842,nan
2015-02-19 02:47:42.857140,2015-02-19 02:51:08.571440,3.5805136436847835,20.01053364832392,0.3229292011826246,nan
2015-02-19 04:23:02.448980,2015-02-19 04:24:09.795920,5.808686459858686,20.93540196094734,0.7500268372225705,nan
2015-02-20 05:58:28.163260,2015-02-20 06:01:09.795920,3.9431418095271082,19.978886864702826,0.29792854878464325,nan
2015-02-20 23:28:37.959180,2015-02-20 23:32:00,3.2308324083571844,19.094690302531415,0.05063383834470159,nan
2015-02-21 01:02:28.163260,2015-02-21 01:03:02.448980,5.642953407026811,20.34079110515772,0.9421236287297248,nan
2015-02-22 02:36:13.469380,2015-02-22 02:39:41.632640,3.556465027140751,20.034670768821517,0.4512091960030027,nan
2015-02-22 04:11:03.673480,2015-02-22 04:12:56.326520,5.690786815562051,21.079877293715867,0.49431863389268926,nan
2015-02-23 05:46:50.204080,2015-02-23 05:49:24.489800,3.9919303984850516,20.077120466972715,0.08002036918278321,nan
2015-03-20 07:18:03.673460,2015-03-20 07:19:51.428560,4.386534126864532,20.24128379808745,0.664739568037696,800.6942501328406
2015-03-20 15:46:36.734680,2015-03-20 15:49:46.530620,3.4710258285854803,18.405057508746136,0.016519798635801664,698.1298790413683
2015-03-21 02:20:37.959180,2015-03-21 02:21:36.734700,5.8281274318780785,21.102432099273006,0.49825295695628924,536.5588105026637
2015-03-21 03:56:18.367360,2015-03-21 03:57:17.142860,6.65441055545711,21.70170937198412,0.1355860747179598,162.3684131344376
2015-03-21 10:26:56.326520,2015-03-21 10:28:15.918360,4.8506251679636065,19.57679863419387,0.2082826587250679,239.15047839177885
2015-03-21 18:53:42.857140,2015-03-21 18:56:09.795920,3.760529424328042,18.519995566512243,0.3084752899584373,543.4212660238666
2015-03-22 05:30:02.448980,2015-03-22 05:31:22.040820,5.807328887089859,21.178249448034215,0.322376499340713,545.0035640930234
2015-03-22 12:27:00,2015-03-22 12:29:36.734700,3.0548576352690833,17.89589468542666,0.05445135160700687,194.74676757804409
2015-03-22 13:33:28.163260,2015-03-22 13:34:31.836740,5.184765594664224,18.862110168455462,0.9497334896877163,1175.9367681957842
2015-03-22 21:28:52.653060,2015-03-22 21:31:00,3.0186814301818483,18.99103454898955,0.9372578992549947,694.7804299647338
2015-03-22 23:00:25.714280,2015-03-22 23:01:57.551020,5.307946168802974,19.859906982799863,0.48180000255542055,320.9094570723223
2015-03-23 00:35:57.551020,2015-03-23 00:36:12.244900,6.927978660529577,20.618957718118647,0.9641964077257761,464.436194933935
2015-03-23 07:05:13.469380,2015-03-23 07:06:51.428580,4.195358912681426,20.365771632786178,0.9408058624602873,1050.9492588848318
2015-03-23 08:40:52.653060,2015-03-23 08:41:51.428580,6.008541955158768,20.272336346125925,0.8139389640892034,357.19803602612495
2015-03-23 15:33:30.612240,2015-03-23 15:36:46.530620,3.4419398911714785,18.421563225057213,0.15850144739133398,513.6623437710439
2015-03-24 02:07:02.448980,2015-03-24 02:08:34.285700,5.503758271631806,21.168754689230923,0.6755515451829162,635.1915449371146
2015-03-24 03:42:13.469400,2015-03-24 03:43:57.551020,6.27098950657805,21.96363637987498,0.2479975990879062,324.6254519499715
2015-03-24 10:13:50.204080,2015-03-24 10:15:15.918360,4.768829700991718,19.68562060709259,0.039987347573816834,14.92009095514523
2015-03-24 18:40:42.857140,2015-03-24 18:43:09.795920,3.6971356268789,18.601754453630825,0.0878793271410565,387.134931877073
2015-03-25 05:16:13.469380,2015-03-25 05:18:03.673480,5.694161430454246,21.370963373492888,0.6396245283447364,720.5085168646673
2015-03-25 12:14:00,2015-03-25 12:16:26.938780,2.9842294291589937,17.90060669190597,0.24970724673634592,30.43016095967179
2015-03-25 13:20:37.959180,2015-03-25 13:21:46.530620,5.194677318996483,18.950872957936593,0.7359202193238339,988.5892237734611
2015-03-25 21:46:07.346940,2015-03-25 21:48:22.040820,3.9314189752222117,18.109700804250124,0.8945325748928852,418.88923215503854
2015-03-25 22:47:31.836740,2015-03-25 22:48:57.551020,5.332966766910159,19.79456837665662,0.4417136824326313,332.83409112712985
2015-03-26 00:22:18.367340,2015-03-26 00:23:17.142860,6.438549029885934,20.67669973376057,0.8084024920242037,398.23465376604787
2015-03-26 06:52:47.755100,2015-03-26 06:53:31.836740,4.138316752495438,20.453416035498268,1.1776401839742228,1263.0910668871
2015-03-26 08:27:33.061220,2015-03-26 08:28:36.734700,5.967025120865177,20.39092313793406,0.5640930919938469,169.8414697163126
2015-03-26 15:20:12.244900,2015-03-26 15:23:40.408160,3.379530681294801,18.43421918497385,0.34007245212930926,330.21245355469875
2015-03-27 01:54:03.673480,2015-03-27 01:55:22.040820,5.6092628046495,21.099341427379102,0.7167117313055797,652.1116201423089
2015-03-27 03:29:23.265300,2015-03-27 03:30:41.632640,6.463863729417355,21.90158750612668,0.29429653940684375,341.541751149947
2015-03-27 05:06:57.551020,2015-03-27 05:07:02.448980,5.951144053677442,21.53139557415226,1.2526550801887488,279.191299870038
