conjunctions_start,choruswf_start,repetition time,lshell,mlt,mlat,maximum_amplitude(nT),EMFISIS data seconds(s)
2015-02-01 03:51:57.551,,NaN,NaN,NaN,NaN,NaN,144
2015-04-07 23:56:48.979,,NaN,NaN,NaN,NaN,NaN,0
2015-06-11 19:29:23.265,,NaN,NaN,NaN,NaN,NaN,528
2015-06-12 13:01:44.081,,NaN,NaN,NaN,NaN,NaN,510
2015-06-12 22:32:28.163,,NaN,NaN,NaN,NaN,NaN,744
2015-07-04 17:02:56.326,,NaN,NaN,NaN,NaN,NaN,210
2015-12-15 04:29:02.448,,NaN,NaN,NaN,NaN,NaN,108
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.615154799107143,5.69727649030821,10.1568888346354,-0.0379440445307882,0.159759773695015,144
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.950276674107143,5.69727649030821,10.1568888346354,-0.0379440445307882,0.0905130787942999,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.623455691964286,5.69727649030821,10.1568888346354,-0.0379440445307882,0.0342557558805443,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.886392578125,5.69727649030821,10.1568888346354,-0.0379440445307882,0.0883311118006041,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.345687165178571,5.69727649030821,10.1568888346354,-0.0379440445307882,0.318875214172787,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,0.506601450892857,5.69727649030821,10.1568888346354,-0.0379440445307882,0.267306845288618,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:20:46,NaN,5.69727649030821,10.1568888346354,-0.0379440445307882,0.0633125793029432,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,0.442514285714286,5.70831073412608,10.1862731933594,-0.137381168872904,0.469566412146672,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,0.908034933035714,5.70831073412608,10.1862731933594,-0.137381168872904,0.620100549729168,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,0.223355385044643,5.70831073412608,10.1862731933594,-0.137381168872904,0.0590691353041083,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,0.962513337053572,5.70831073412608,10.1862731933594,-0.137381168872904,0.548967388232075,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,0.842170005580357,5.70831073412608,10.1862731933594,-0.137381168872904,0.424615576147203,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:23:22,NaN,5.70831073412608,10.1862731933594,-0.137381168872904,0.209291488070213,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,1.55510502232143,5.73791088532205,10.2771850585937,-0.445358842056303,0.356881418637568,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.809973995535714,5.73791088532205,10.2771850585937,-0.445358842056303,1.0157895470522,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.23231171875,5.73791088532205,10.2771850585937,-0.445358842056303,0.170096420805256,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.543821875,5.73791088532205,10.2771850585937,-0.445358842056303,0.822427757196276,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.538419308035714,5.73791088532205,10.2771850585937,-0.445358842056303,0.413131062374068,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.511863448660715,5.73791088532205,10.2771850585937,-0.445358842056303,0.475384444520777,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.621304631696429,5.73791088532205,10.2771850585937,-0.445358842056303,0.410831425665538,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.348764341517858,5.73791088532205,10.2771850585937,-0.445358842056303,0.534136152638183,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,0.0862991071428558,5.73791088532205,10.2771850585937,-0.445358842056303,0.0487225508816025,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:28,NaN,5.73791088532205,10.2771850585937,-0.445358842056303,0.489703581211334,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.802488141741071,5.73823162947698,10.2783030192057,-0.449144020230888,1.20395538361408,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.546997572544643,5.73823162947698,10.2783030192057,-0.449144020230888,0.482745896910899,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.733172237723215,5.73823162947698,10.2783030192057,-0.449144020230888,0.443702643086471,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.0860277622767853,5.73823162947698,10.2783030192057,-0.449144020230888,0.0683757340394598,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,1.57797223772321,5.73823162947698,10.2783030192057,-0.449144020230888,0.437430825375751,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.512411411830358,5.73823162947698,10.2783030192057,-0.449144020230888,0.365812129021738,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,0.738984458705356,5.73823162947698,10.2783030192057,-0.449144020230888,0.187898321104042,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:34,NaN,5.73823162947698,10.2783030192057,-0.449144020230888,0.0493956013783226,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:40,0.427338504464286,5.73855055074303,10.2794199625651,-0.452928592032986,0.522694699052624,NaN
2016-01-20 19:46:47.755,20-Jan-2016 19:31:40,0.704633872767858,5.73855055074303,10.2794199625651,-0.452928592032986,1.01618274301705,NaN
